"""Atmos Mix Number""",AGTRightPosX:,AGTRightPosY:,AGTRightPosZ:,AGTLeftPosX:,AGTLeftPosY:,AGTLeftPosZ:
121,8.425116,6.31933834,4.825146732,8.425116,-6.31933834,4.825146732
122,8.969108738,6.074507269,3.913507223,8.969108738,-6.074507269,3.913507223
123,9.201411361,7.241076918,1.48286544,9.201411361,-7.241076918,1.48286544
124,8.194053315,5.191146136,2.316871311,8.194053315,-5.191146136,2.316871311
125,9.882580246,6.364810541,0.3144715039,9.882580246,-6.364810541,0.3144715039
126,8.128067118,4.278670764,4.829451862,8.128067118,-4.278670764,4.829451862
127,9.777031143,6.127470762,4.142834502,9.777031143,-6.127470762,4.142834502
128,9.470676233,4.911689097,0.9339492885,9.470676233,-4.911689097,0.9339492885
129,9.324411176,6.798064282,1.349587686,9.324411176,-6.798064282,1.349587686
130,8.030140582,4.927537986,1.022220041,8.030140582,-4.927537986,1.022220041
131,8.221287995,7.753298657,4.780414198,8.221287995,-7.753298657,4.780414198
132,9.709225943,6.118030737,1.121366551,9.709225943,-6.118030737,1.121366551
133,9.015131086,5.570343673,1.336804331,9.015131086,-5.570343673,1.336804331
134,8.195791128,7.960757502,3.783634837,8.195791128,-7.960757502,3.783634837
135,8.218880864,6.903936678,3.582190047,8.218880864,-6.903936678,3.582190047
136,9.707129591,4.004098966,1.511866168,9.707129591,-4.004098966,1.511866168
137,9.867114907,6.883124357,1.56889273,9.867114907,-6.883124357,1.56889273
138,8.278489752,4.457749315,0.3709563072,8.278489752,-4.457749315,0.3709563072
139,8.49799984,4.566414834,0.8427365903,8.49799984,-4.566414834,0.8427365903
140,9.458279095,5.820224455,1.293886213,9.458279095,-5.820224455,1.293886213
141,8.132933142,5.336900701,4.451549429,8.132933142,-5.336900701,4.451549429
142,9.533325979,7.906705929,3.470792596,9.533325979,-7.906705929,3.470792596
143,8.049357213,4.567418858,1.722304312,8.049357213,-4.567418858,1.722304312
144,9.246694849,5.897300887,0.3817443195,9.246694849,-5.897300887,0.3817443195
145,9.394251187,6.068929986,0.4826504838,9.394251187,-6.068929986,0.4826504838
146,9.608617192,4.042536477,1.847019784,9.608617192,-4.042536477,1.847019784
147,9.140097222,4.444449566,1.39250205,9.140097222,-4.444449566,1.39250205
148,8.09007535,4.037313038,3.599498979,8.09007535,-4.037313038,3.599498979
149,9.996760068,4.259937895,1.679758654,9.996760068,-4.259937895,1.679758654
150,9.011653132,6.966766581,0.5871721169,9.011653132,-6.966766581,0.5871721169
151,9.898034866,7.728974021,0.1038225663,9.898034866,-7.728974021,0.1038225663
152,9.111907311,6.860197641,1.572731525,9.111907311,-6.860197641,1.572731525
153,9.09819222,7.268696456,1.61717229,9.09819222,-7.268696456,1.61717229
154,9.445414164,6.547562973,0.7728947447,9.445414164,-6.547562973,0.7728947447
155,9.040504485,5.761806302,3.377798307,9.040504485,-5.761806302,3.377798307
156,8.297763118,4.544659729,3.761751934,8.297763118,-4.544659729,3.761751934
157,9.576553235,5.657291476,2.355868252,9.576553235,-5.657291476,2.355868252
158,8.62130439,5.508207904,3.717431437,8.62130439,-5.508207904,3.717431437
159,9.183425775,7.227364874,3.35177324,9.183425775,-7.227364874,3.35177324
160,9.530866855,6.373222323,3.215236739,9.530866855,-6.373222323,3.215236739
161,9.188279266,5.498803974,1.328017961,9.188279266,-5.498803974,1.328017961
162,9.123644568,6.147504566,4.13675831,9.123644568,-6.147504566,4.13675831
163,8.090022855,4.7848572,3.285719422,8.090022855,-4.7848572,3.285719422
164,8.80396219,7.589444424,3.175069788,8.80396219,-7.589444424,3.175069788
165,8.571107611,7.613034836,1.67232037,8.571107611,-7.613034836,1.67232037
166,8.43487277,4.295752094,4.750851001,8.43487277,-4.295752094,4.750851001
167,9.204961239,4.490849949,3.378225257,9.204961239,-4.490849949,3.378225257
168,8.068968907,7.297897836,2.621157735,8.068968907,-7.297897836,2.621157735
169,9.954026314,7.754808456,2.607220831,9.954026314,-7.754808456,2.607220831
170,9.326102864,5.895083249,1.847710739,9.326102864,-5.895083249,1.847710739
171,9.868494496,5.149089434,2.332724069,9.868494496,-5.149089434,2.332724069
172,8.312868378,6.485149953,1.209256839,8.312868378,-6.485149953,1.209256839
173,9.766746549,7.283299224,2.176150087,9.766746549,-7.283299224,2.176150087
174,8.47589583,7.503114895,2.285154228,8.47589583,-7.503114895,2.285154228
175,9.71654106,5.289842241,0.5652305605,9.71654106,-5.289842241,0.5652305605
176,8.137710608,6.712656094,3.8253513,8.137710608,-6.712656094,3.8253513
177,9.733719504,6.46972754,3.102244073,9.733719504,-6.46972754,3.102244073
178,8.400800435,4.054018569,2.254006797,8.400800435,-4.054018569,2.254006797
179,8.946440186,7.17243291,2.551295108,8.946440186,-7.17243291,2.551295108
180,8.374589487,7.630120433,1.156881349,8.374589487,-7.630120433,1.156881349
181,8.492798671,6.354682002,3.549568436,8.492798671,-6.354682002,3.549568436
182,9.564423294,5.371273153,1.881220055,9.564423294,-5.371273153,1.881220055
183,8.364462723,4.021062271,2.572583173,8.364462723,-4.021062271,2.572583173
184,9.075884953,5.180541906,0.2641286645,9.075884953,-5.180541906,0.2641286645
185,9.296224492,5.945227509,3.303699079,9.296224492,-5.945227509,3.303699079
186,9.877492788,5.211518549,2.412569368,9.877492788,-5.211518549,2.412569368
187,8.429982969,6.645394663,0.04243123813,8.429982969,-6.645394663,0.04243123813
188,8.607025299,6.215816872,3.124324911,8.607025299,-6.215816872,3.124324911
189,8.931688975,5.545867933,2.256574026,8.931688975,-5.545867933,2.256574026
190,9.709581769,5.029086371,4.281967283,9.709581769,-5.029086371,4.281967283
191,8.872542868,4.663810335,2.664926498,8.872542868,-4.663810335,2.664926498
192,9.498474642,7.214426894,1.516553808,9.498474642,-7.214426894,1.516553808
193,8.64381406,6.146335435,2.1088573,8.64381406,-6.146335435,2.1088573
194,8.003860157,5.185937742,4.848065122,8.003860157,-5.185937742,4.848065122
195,9.881870841,5.738624835,2.913502794,9.881870841,-5.738624835,2.913502794
196,8.220604058,6.890395844,3.417278225,8.220604058,-6.890395844,3.417278225
197,9.541456405,5.043088298,3.887622799,9.541456405,-5.043088298,3.887622799
198,9.11944914,6.991897117,3.958692575,9.11944914,-6.991897117,3.958692575
199,8.357243816,5.54898257,0.7027403094,8.357243816,-5.54898257,0.7027403094
200,8.108559087,6.705358031,4.284330651,8.108559087,-6.705358031,4.284330651
201,8.74382936,5.250301302,3.217986616,8.74382936,-5.250301302,3.217986616
202,8.621653594,7.745225618,3.789824998,8.621653594,-7.745225618,3.789824998
203,8.251409969,7.668539763,2.671002567,8.251409969,-7.668539763,2.671002567
204,8.291187531,7.643233942,1.221462562,8.291187531,-7.643233942,1.221462562
205,8.348511091,4.760042912,2.284389091,8.348511091,-4.760042912,2.284389091
206,9.398551046,5.853734064,1.5981433,9.398551046,-5.853734064,1.5981433
207,8.65561728,4.081456595,1.191738362,8.65561728,-4.081456595,1.191738362
208,8.667546305,4.079666003,4.036056213,8.667546305,-4.079666003,4.036056213
209,9.196985803,7.340236203,2.070544186,9.196985803,-7.340236203,2.070544186
210,9.20311984,4.151791572,0.1248903305,9.20311984,-4.151791572,0.1248903305
211,8.946122037,7.761625842,4.087722949,8.946122037,-7.761625842,4.087722949
212,9.726458165,6.176025931,4.629360961,9.726458165,-6.176025931,4.629360961
213,9.368442916,7.312910105,0.7766479322,9.368442916,-7.312910105,0.7766479322
214,9.003291662,6.688744128,0.3936067986,9.003291662,-6.688744128,0.3936067986
215,9.048878112,6.556470665,4.035207436,9.048878112,-6.556470665,4.035207436
216,8.319042815,6.950457893,4.991623324,8.319042815,-6.950457893,4.991623324
217,9.350137749,6.63415042,4.278255985,9.350137749,-6.63415042,4.278255985
218,8.368016527,7.549410049,0.5554648058,8.368016527,-7.549410049,0.5554648058
219,8.677937615,6.558050816,4.813890158,8.677937615,-6.558050816,4.813890158
220,8.371099662,5.026079538,4.313737887,8.371099662,-5.026079538,4.313737887
221,9.912694786,7.60106941,2.113309729,9.912694786,-7.60106941,2.113309729
222,9.525632005,5.677478484,2.253296882,9.525632005,-5.677478484,2.253296882
223,8.264420319,5.210622894,4.883820051,8.264420319,-5.210622894,4.883820051
224,8.961673213,7.029120669,2.372553662,8.961673213,-7.029120669,2.372553662
225,8.861313263,4.640016864,2.762114729,8.861313263,-4.640016864,2.762114729
226,9.701531209,7.207792777,2.69905579,9.701531209,-7.207792777,2.69905579
227,8.216737991,7.595206415,2.251787629,8.216737991,-7.595206415,2.251787629
228,9.196084073,4.707432253,4.398730248,9.196084073,-4.707432253,4.398730248
229,9.038912362,5.884162411,4.919639439,9.038912362,-5.884162411,4.919639439
230,9.87532741,4.473655862,1.289318411,9.87532741,-4.473655862,1.289318411
231,8.139088045,5.648113639,3.227451471,8.139088045,-5.648113639,3.227451471
232,9.866163082,7.062458159,2.094041826,9.866163082,-7.062458159,2.094041826
233,8.224832012,5.627485629,2.050328435,8.224832012,-5.627485629,2.050328435
234,9.193415901,4.640451158,4.119583467,9.193415901,-4.640451158,4.119583467
235,9.684058333,7.511807477,1.463399516,9.684058333,-7.511807477,1.463399516
236,8.017378104,7.13541585,1.329290458,8.017378104,-7.13541585,1.329290458
237,9.902783014,6.246116172,0.7626912033,9.902783014,-6.246116172,0.7626912033
238,9.931037322,4.827030714,3.200492746,9.931037322,-4.827030714,3.200492746
239,9.826513937,4.782857676,2.62353194,9.826513937,-4.782857676,2.62353194
240,8.231996602,4.561088981,4.324492156,8.231996602,-4.561088981,4.324492156
241,8.26431854,4.806872767,4.444248526,8.26431854,-4.806872767,4.444248526
242,8.11864978,6.611475044,4.527741524,8.11864978,-6.611475044,4.527741524
243,9.519764323,7.113172933,4.130605089,9.519764323,-7.113172933,4.130605089
244,9.689380551,4.600293146,2.789762406,9.689380551,-4.600293146,2.789762406
245,9.269176822,7.336755014,2.156989393,9.269176822,-7.336755014,2.156989393
246,9.730619352,6.977989106,0.4123234626,9.730619352,-6.977989106,0.4123234626
247,9.931337284,4.437090298,3.706466213,9.931337284,-4.437090298,3.706466213
248,8.878962131,4.084728129,3.588330093,8.878962131,-4.084728129,3.588330093
249,8.101423785,4.606050572,4.009311336,8.101423785,-4.606050572,4.009311336
250,9.679943188,7.046852381,1.638889331,9.679943188,-7.046852381,1.638889331
251,8.754515034,5.038313346,4.837455967,8.754515034,-5.038313346,4.837455967
252,8.218403932,6.555591593,4.972372611,8.218403932,-6.555591593,4.972372611
253,9.940401506,5.281624273,3.092487225,9.940401506,-5.281624273,3.092487225
254,8.770920895,4.3394984,4.087384574,8.770920895,-4.3394984,4.087384574
255,8.45311466,6.737092469,1.872651379,8.45311466,-6.737092469,1.872651379
256,8.768897803,6.84997937,4.337867428,8.768897803,-6.84997937,4.337867428
257,9.608067016,7.435862508,0.5980223184,9.608067016,-7.435862508,0.5980223184
258,8.232394619,6.865955288,2.426756427,8.232394619,-6.865955288,2.426756427
259,8.720824509,4.669450354,2.194066644,8.720824509,-4.669450354,2.194066644
260,8.741512387,5.486759818,2.746416505,8.741512387,-5.486759818,2.746416505
261,8.359384413,5.65065343,4.916835047,8.359384413,-5.65065343,4.916835047
262,8.487379865,7.98203527,0.3694129834,8.487379865,-7.98203527,0.3694129834
263,8.922735411,6.446660363,2.785623709,8.922735411,-6.446660363,2.785623709
264,8.552949983,7.426261417,2.170005674,8.552949983,-7.426261417,2.170005674
265,8.850010541,6.334688956,2.362015675,8.850010541,-6.334688956,2.362015675
266,8.410613523,5.748816391,2.761242196,8.410613523,-5.748816391,2.761242196
267,8.835534165,5.924592017,3.571651254,8.835534165,-5.924592017,3.571651254
268,9.816028603,4.125770701,3.528922153,9.816028603,-4.125770701,3.528922153
269,8.145593425,6.376280491,1.653988229,8.145593425,-6.376280491,1.653988229
270,9.483747699,7.437117509,4.474385074,9.483747699,-7.437117509,4.474385074
271,9.614154499,4.378943686,0.09586610345,9.614154499,-4.378943686,0.09586610345
272,9.83965675,4.285494816,2.11355545,9.83965675,-4.285494816,2.11355545
273,9.529580268,7.882787905,1.460219042,9.529580268,-7.882787905,1.460219042
274,9.978621573,4.854821897,4.66859046,9.978621573,-4.854821897,4.66859046
275,9.586509242,6.57379059,3.468234532,9.586509242,-6.57379059,3.468234532
276,8.965022179,7.277297267,1.907572275,8.965022179,-7.277297267,1.907572275
277,8.821510052,6.511665471,0.09118768754,8.821510052,-6.511665471,0.09118768754
278,9.582246875,7.335063948,2.491859346,9.582246875,-7.335063948,2.491859346
279,9.214255291,7.027278679,1.01980788,9.214255291,-7.027278679,1.01980788
280,9.379169298,7.971173027,1.66295591,9.379169298,-7.971173027,1.66295591
281,9.935344189,6.777036802,3.920156266,9.935344189,-6.777036802,3.920156266
282,8.722844718,4.508445374,1.702221168,8.722844718,-4.508445374,1.702221168
283,8.356371016,6.719706742,1.774572421,8.356371016,-6.719706742,1.774572421
284,8.924091974,6.522085496,3.316665743,8.924091974,-6.522085496,3.316665743
285,9.487466278,4.719616057,1.216341671,9.487466278,-4.719616057,1.216341671
286,9.264475696,4.392608513,2.009867422,9.264475696,-4.392608513,2.009867422
287,8.833654553,6.555639453,1.67254715,8.833654553,-6.555639453,1.67254715
288,9.858923264,7.652443059,2.484173956,9.858923264,-7.652443059,2.484173956
289,9.40656102,4.456698739,0.859417753,9.40656102,-4.456698739,0.859417753
290,8.208508305,5.867647204,4.162499475,8.208508305,-5.867647204,4.162499475
291,8.21607797,7.083105109,4.459810157,8.21607797,-7.083105109,4.459810157
292,8.534754697,7.063149798,1.316899738,8.534754697,-7.063149798,1.316899738
293,9.702658727,4.382851803,0.8378432267,9.702658727,-4.382851803,0.8378432267
294,9.573372187,6.265992061,3.926632319,9.573372187,-6.265992061,3.926632319
295,8.741262711,4.289334587,0.2988281922,8.741262711,-4.289334587,0.2988281922
296,9.506072945,5.828821661,0.9685646822,9.506072945,-5.828821661,0.9685646822
297,8.820212548,5.170840139,4.524331732,8.820212548,-5.170840139,4.524331732
298,9.719748579,6.59056597,2.153725083,9.719748579,-6.59056597,2.153725083
299,8.321167739,4.73390684,0.4464109491,8.321167739,-4.73390684,0.4464109491
300,8.729752854,6.980415129,4.279754303,8.729752854,-6.980415129,4.279754303
301,8.330151449,7.226230428,3.468852143,8.330151449,-7.226230428,3.468852143
302,8.046550602,6.785158223,4.062397835,8.046550602,-6.785158223,4.062397835
303,8.705411041,5.846571437,2.79680415,8.705411041,-5.846571437,2.79680415
304,9.192000697,7.951170567,4.060475214,9.192000697,-7.951170567,4.060475214
305,8.108430756,7.878022719,3.85286499,8.108430756,-7.878022719,3.85286499
306,8.20375187,5.516124929,0.7166206195,8.20375187,-5.516124929,0.7166206195
307,9.04347307,6.908423459,4.693885351,9.04347307,-6.908423459,4.693885351
308,8.555593572,4.159431998,3.527259626,8.555593572,-4.159431998,3.527259626
309,9.603681145,6.341562662,4.80807353,9.603681145,-6.341562662,4.80807353
310,8.75132222,5.084677647,4.434648057,8.75132222,-5.084677647,4.434648057
311,9.324358957,5.051515999,1.1791161,9.324358957,-5.051515999,1.1791161
312,8.234213889,6.724556756,3.034371267,8.234213889,-6.724556756,3.034371267
313,8.314133386,5.36889704,0.5187870649,8.314133386,-5.36889704,0.5187870649
314,8.539235146,4.374179914,2.524603382,8.539235146,-4.374179914,2.524603382
315,9.471123629,4.553397607,3.760853958,9.471123629,-4.553397607,3.760853958
316,8.677632027,7.15978866,1.227928785,8.677632027,-7.15978866,1.227928785
317,8.174076047,6.505639667,4.399064625,8.174076047,-6.505639667,4.399064625
318,8.991713058,5.147025874,0.3099998344,8.991713058,-5.147025874,0.3099998344
319,8.228993772,6.769471156,1.865821472,8.228993772,-6.769471156,1.865821472
320,8.590942221,5.858622502,4.147270111,8.590942221,-5.858622502,4.147270111
321,8.192679823,7.002320345,2.664127374,8.192679823,-7.002320345,2.664127374
322,8.949579439,7.54083334,4.882118801,8.949579439,-7.54083334,4.882118801
323,9.409646516,4.237475615,1.364973192,9.409646516,-4.237475615,1.364973192
324,8.313010681,7.288844747,2.599635368,8.313010681,-7.288844747,2.599635368
325,9.393101959,4.682098361,1.300099854,9.393101959,-4.682098361,1.300099854
326,9.757791558,5.273839106,0.3960486042,9.757791558,-5.273839106,0.3960486042
327,9.540535155,7.804798936,1.953700717,9.540535155,-7.804798936,1.953700717
328,9.643747582,5.031090218,1.342259539,9.643747582,-5.031090218,1.342259539
329,9.867360313,6.445625349,4.776956697,9.867360313,-6.445625349,4.776956697
330,8.880929205,5.854538912,4.013318662,8.880929205,-5.854538912,4.013318662
331,8.516978096,6.070736018,2.710256327,8.516978096,-6.070736018,2.710256327
332,8.036767927,6.146413542,3.220218503,8.036767927,-6.146413542,3.220218503
333,9.592547396,4.59775008,1.846627269,9.592547396,-4.59775008,1.846627269
334,9.487618062,4.000774553,3.786449034,9.487618062,-4.000774553,3.786449034
335,9.466057227,4.002212361,2.856475486,9.466057227,-4.002212361,2.856475486
336,8.263459319,4.830026978,2.428883788,8.263459319,-4.830026978,2.428883788
337,8.546530079,4.809664638,3.421525504,8.546530079,-4.809664638,3.421525504
338,9.16557049,7.508622606,0.8793649233,9.16557049,-7.508622606,0.8793649233
339,9.705199077,4.272900536,2.601320955,9.705199077,-4.272900536,2.601320955
340,9.40642792,5.90601543,3.496596318,9.40642792,-5.90601543,3.496596318
341,9.616360539,4.283996143,4.838346132,9.616360539,-4.283996143,4.838346132
342,9.212128811,5.971598563,3.522512243,9.212128811,-5.971598563,3.522512243
343,9.414640081,4.692061483,1.960467777,9.414640081,-4.692061483,1.960467777
344,9.354746909,7.440493844,1.41617957,9.354746909,-7.440493844,1.41617957
345,9.810202041,4.56925486,4.777788584,9.810202041,-4.56925486,4.777788584
346,8.790899039,4.035844694,4.012639975,8.790899039,-4.035844694,4.012639975
347,8.441806156,4.030851178,3.614093693,8.441806156,-4.030851178,3.614093693
348,8.850384615,6.598329105,3.593168924,8.850384615,-6.598329105,3.593168924
349,9.363650241,4.473957293,0.7329367145,9.363650241,-4.473957293,0.7329367145
350,9.653267293,4.287128081,2.884599694,9.653267293,-4.287128081,2.884599694
351,8.516964179,4.62023755,4.190233483,8.516964179,-4.62023755,4.190233483
